player,draft_year,position,position_group,model_group,college,round,pick,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,outlier_type,grade_explanation,projected_value,actual_value,actual_position_percentile,predicted_position_percentile
Breno Giacomini,2008,T,OT,OT,Louisville,5.0,150.0,47.7,50.6,49.8,50.8,0.496,0.475,0.492,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.9,36.0,72.1,49.2
Carl Nicks,2008,T,OT,OT,Nebraska,5.0,164.0,53.5,58.6,55.8,52.2,0.506,0.473,0.478,Depth / replacement-level profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.1,53.0,85.0,49.8
Barry Richardson,2008,T,OT,OT,Clemson,6.0,170.0,42.9,43.8,44.7,51.2,0.494,0.473,0.488,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.7,19.0,56.1,48.8
Mike Gibson,2008,T,OT,OT,California,6.0,184.0,42.9,43.8,44.6,50.7,0.498,0.469,0.493,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.8,5.0,30.4,48.8
Nate Garner,2008,T,OT,OT,Arkansas,7.0,211.0,26.1,20.5,27.3,48.4,0.478,0.477,0.516,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.1,13.0,46.4,47.8
Demetress Bell,2008,T,OT,OT,Northwestern St. (LA),7.0,219.0,22.0,14.8,22.6,48.2,0.477,0.462,0.518,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.1,13.0,46.4,47.6
Brandon Keith,2008,T,OT,OT,Northern Iowa,7.0,225.0,42.5,43.3,44.1,50.9,0.495,0.466,0.491,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.7,8.0,37.6,48.8
King Dunlap,2008,T,OT,OT,Auburn,7.0,230.0,38.4,37.6,40.2,49.8,0.489,0.479,0.502,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.5,32.0,68.1,48.6
Corey Clark,2008,T,OT,OT,Texas A&M,7.0,234.0,29.6,25.4,30.6,49.3,0.483,0.462,0.507,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.3,0.0,4.7,48.1
Jamey Richard,2008,T,OT,OT,Buffalo,7.0,236.0,23.2,16.5,23.9,48.3,0.477,0.462,0.517,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.0,11.0,43.6,47.6
Geoff Schwartz,2008,T,OT,OT,Oregon,7.0,241.0,39.8,39.5,41.5,50.7,0.492,0.473,0.493,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.6,18.0,55.0,48.6
Kirk Barton,2008,T,OT,OT,Ohio St.,7.0,247.0,31.3,27.8,32.6,49.1,0.483,0.468,0.509,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.3,0.0,4.7,48.2
Jason Smith,2009,T,OT,OT,Baylor,1.0,2.0,81.0,96.5,85.2,54.4,0.535,0.513,0.456,Starter-caliber profile,negative_outlier_missed_projection,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,12.4,10.0,41.8,52.3
Andre Smith,2009,T,OT,OT,Alabama,1.0,6.0,82.4,98.2,86.8,54.6,0.538,0.528,0.454,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,12.7,41.0,75.7,52.7
Eugene Monroe,2009,T,OT,OT,Virginia,1.0,8.0,80.0,95.1,84.4,53.8,0.532,0.523,0.462,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,12.4,32.0,68.1,52.2
Michael Oher,2009,T,OT,OT,Mississippi,1.0,23.0,75.6,89.0,79.7,52.8,0.528,0.519,0.472,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.1,42.0,76.9,51.8
Eben Britton,2009,T,OT,OT,Arizona,2.0,39.0,69.8,80.8,73.5,53.1,0.526,0.516,0.469,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.1,17.0,53.2,51.5
Phil Loadholt,2009,T,OT,OT,Oklahoma,2.0,54.0,81.8,97.4,85.7,55.5,0.541,0.506,0.445,Starter-caliber profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,12.7,36.0,72.1,52.5
Sebastian Vollmer,2009,T,OT,OT,Houston,2.0,58.0,60.3,67.8,63.6,51.6,0.513,0.508,0.484,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.6,52.0,84.4,50.7
Will Beatty,2009,T,OT,OT,Connecticut,2.0,60.0,74.0,86.8,77.8,53.4,0.53,0.509,0.466,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.1,30.0,66.5,51.7
Robert Brewster,2009,T,OT,OT,Ball St.,3.0,75.0,61.8,69.8,64.9,52.0,0.516,0.502,0.48,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.7,0.0,4.7,50.8
Kraig Urbik,2009,T,OT,OT,Wisconsin,3.0,79.0,62.0,70.2,64.8,53.2,0.516,0.485,0.468,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.7,27.0,63.4,50.9
T.J. Lang,2009,T,OT,OT,Eastern Michigan,4.0,109.0,49.2,52.5,51.8,50.2,0.498,0.497,0.498,Depth / replacement-level profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.1,61.0,89.9,49.6
Troy Kropog,2009,T,OT,OT,Tulane,4.0,135.0,40.3,40.2,42.2,49.6,0.49,0.481,0.504,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.7,0.0,4.7,49.1
Colin Brown,2009,T,OT,OT,Missouri,5.0,139.0,39.5,39.1,41.4,49.4,0.489,0.483,0.506,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.7,3.0,24.6,49.0
Garrett Reynolds,2009,T,OT,OT,North Carolina,5.0,156.0,53.2,58.3,55.3,51.9,0.5,0.464,0.481,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.3,18.0,55.0,49.9
Jamon Meredith,2009,T,OT,OT,South Carolina,5.0,162.0,46.3,48.6,48.4,50.6,0.498,0.476,0.494,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.0,14.0,48.3,49.4
Andrew Gardner,2009,T,OT,OT,Georgia Tech,6.0,181.0,40.2,40.2,42.1,49.6,0.489,0.477,0.504,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.7,7.0,34.6,49.1
Lydon Murtha,2009,T,OT,OT,Nebraska,7.0,228.0,44.3,45.9,46.2,50.0,0.493,0.47,0.5,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.8,2.0,19.9,49.3
Jaimie Thomas,2009,T,OT,OT,Maryland,7.0,236.0,27.8,22.7,28.9,48.8,0.482,0.473,0.512,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.4,1.0,13.2,48.4
Trent Williams,2010,T,OT,OT,Oklahoma,1.0,4.0,82.6,98.5,87.0,54.4,0.543,0.524,0.456,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,12.7,109.0,99.6,52.7
Russell Okung,2010,T,OT,OT,Oklahoma St.,1.0,6.0,78.1,92.4,82.4,53.7,0.529,0.525,0.463,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.3,56.0,87.2,52.0
Anthony Davis,2010,T,OT,OT,Rutgers,1.0,11.0,78.3,92.6,82.4,54.4,0.537,0.52,0.456,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.4,31.0,67.3,52.0
Bryan Bulaga,2010,T,OT,OT,Iowa,1.0,23.0,76.9,90.7,81.1,53.6,0.529,0.524,0.464,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.3,56.0,87.2,51.9
Rodger Saffold,2010,T,OT,OT,Indiana,2.0,33.0,75.8,89.2,79.7,53.5,0.53,0.513,0.465,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.2,71.0,94.5,51.8
Vlad Ducasse,2010,T,OT,OT,Massachusetts,2.0,61.0,74.7,87.7,78.3,54.3,0.53,0.502,0.457,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.2,21.0,57.7,51.8
Charles Brown,2010,T,OT,OT,USC,2.0,64.0,59.1,66.2,62.2,51.4,0.512,0.503,0.486,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.5,15.0,50.4,50.6
Jared Veldheer,2010,T,OT,OT,Hillsdale,3.0,69.0,69.0,79.8,72.3,53.5,0.53,0.497,0.465,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.1,45.0,80.4,51.4
John Jerry,2010,T,OT,OT,Mississippi,3.0,73.0,60.7,68.4,63.7,51.7,0.512,0.497,0.483,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.5,40.0,75.0,50.7
Bruce Campbell,2010,T,OT,OT,Maryland,4.0,106.0,56.6,62.8,59.4,51.7,0.508,0.493,0.483,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.4,1.0,13.2,50.4
Jason Fox,2010,T,OT,OT,Miami (FL),4.0,128.0,49.4,52.9,51.6,50.9,0.495,0.476,0.491,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.1,9.0,39.8,49.7
Ed Wang,2010,T,OT,OT,Virginia Tech,5.0,140.0,44.2,45.6,46.3,50.7,0.493,0.483,0.493,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.9,0.0,4.7,49.3
Sam Young,2010,T,OT,OT,Notre Dame,6.0,179.0,41.3,41.6,42.9,50.6,0.492,0.467,0.494,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.9,16.0,51.7,49.1
Ramon Harewood,2010,T,OT,OT,Morehouse,6.0,194.0,31.7,28.2,33.1,48.8,0.482,0.479,0.512,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.5,2.0,19.9,48.6
Thomas Welch,2010,T,OT,OT,Vanderbilt,7.0,208.0,25.6,19.7,26.2,49.4,0.479,0.459,0.506,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.4,2.0,19.9,48.3
J'Marcus Webb,2010,T,OT,OT,West Texas A&M,7.0,218.0,27.3,22.1,28.5,48.5,0.479,0.478,0.515,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.4,29.0,65.3,48.4
Selvish Capers,2010,T,OT,OT,West Virginia,7.0,231.0,20.1,12.1,20.7,47.8,0.473,0.467,0.522,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.1,0.0,4.7,47.8
Tyron Smith,2011,T,OT,OT,USC,1.0,9.0,81.4,96.9,85.9,53.8,0.533,0.531,0.462,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,12.6,91.0,98.2,52.5
Nate Solder,2011,T,OT,OT,Colorado,1.0,17.0,83.1,99.0,87.2,55.3,0.546,0.517,0.447,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,13.0,64.0,92.0,53.0
Anthony Castonzo,2011,T,OT,OT,Boston Col.,1.0,22.0,77.7,91.8,81.9,53.9,0.534,0.521,0.461,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.5,58.0,88.4,52.2
James Carpenter,2011,T,OT,OT,Alabama,1.0,25.0,76.0,89.5,80.2,53.3,0.531,0.521,0.467,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.4,49.0,83.1,52.0
Gabe Carimi,2011,T,OT,OT,Wisconsin,1.0,29.0,77.3,91.2,81.3,53.9,0.532,0.517,0.461,Starter-caliber profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.5,12.0,45.1,52.1
Derek Sherrod,2011,T,OT,OT,Mississippi St.,1.0,32.0,77.4,91.4,81.6,53.8,0.534,0.522,0.462,Starter-caliber profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.5,3.0,24.6,52.2
Orlando Franklin,2011,T,OT,OT,Miami (FL),2.0,46.0,65.9,75.4,69.4,52.4,0.52,0.512,0.476,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.0,42.0,76.9,51.4
Ben Ijalana,2011,T,OT,OT,Villanova,2.0,49.0,68.3,78.7,71.9,52.6,0.524,0.514,0.474,Rotational / contributor profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.1,6.0,31.9,51.6
Marcus Gilbert,2011,T,OT,OT,Florida,2.0,63.0,67.9,78.3,71.2,53.3,0.524,0.501,0.467,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.1,36.0,72.1,51.5
Jah Reid,2011,T,OT,OT,Central Florida,3.0,85.0,65.0,74.2,68.1,53.1,0.521,0.498,0.469,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.0,10.0,41.8,51.3
Joe Barksdale,2011,T,OT,OT,LSU,3.0,92.0,59.9,67.2,62.8,52.2,0.518,0.495,0.478,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.7,35.0,70.8,50.8
James Brewer,2011,T,OT,OT,Indiana,4.0,117.0,52.7,57.4,55.2,51.3,0.504,0.485,0.487,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.3,4.0,28.1,50.2
Chris Hairston,2011,T,OT,OT,Clemson,4.0,122.0,55.9,61.7,58.5,52.3,0.509,0.487,0.477,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.6,17.0,53.2,50.5
Marcus Cannon,2011,T,OT,OT,TCU,5.0,138.0,53.9,59.0,56.3,51.7,0.506,0.481,0.483,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,11.3,43.0,78.2,50.3
Jason Pinkston,2011,T,OT,OT,Pittsburgh,5.0,150.0,35.3,33.2,36.7,49.8,0.489,0.471,0.502,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.7,10.0,41.8,48.9
Byron Stingily,2011,T,OT,OT,Louisville,6.0,175.0,33.5,30.7,35.1,48.9,0.484,0.482,0.511,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.6,4.0,28.1,48.8
Derek Newton,2011,T,OT,OT,Arkansas St.,7.0,214.0,26.1,20.5,27.0,48.7,0.476,0.466,0.513,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.4,28.0,64.2,48.4
Lee Ziemba,2011,T,OT,OT,Auburn,7.0,244.0,25.4,19.5,26.1,49.1,0.476,0.459,0.509,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,10.4,1.0,13.2,48.3
Matt Kalil,2012,T,OT,OT,USC,1.0,4.0,81.4,96.8,85.8,54.4,0.536,0.528,0.456,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,12.9,34.0,69.8,52.9
Riley Reiff,2012,T,OT,OT,Iowa,1.0,23.0,77.4,91.3,81.4,53.8,0.533,0.518,0.462,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,12.7,60.0,89.4,52.4
Mitchell Schwartz,2012,T,OT,OT,California,2.0,37.0,67.3,77.3,70.5,53.4,0.525,0.502,0.466,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.3,75.0,95.6,51.8
Jonathan Martin,2012,T,OT,OT,Stanford,2.0,42.0,64.8,73.9,68.2,52.2,0.519,0.511,0.478,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.1,14.0,48.3,51.6
Jeff Allen,2012,T,OT,OT,Illinois,2.0,44.0,68.8,79.4,72.2,53.1,0.526,0.507,0.469,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.4,27.0,63.4,51.9
Mike Adams,2012,T,OT,OT,Ohio St.,2.0,56.0,71.3,82.8,74.8,54.0,0.527,0.507,0.46,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.5,11.0,43.6,52.0
Kelechi Osemele,2012,T,OT,OT,Iowa St.,2.0,60.0,71.4,83.0,74.7,53.8,0.528,0.5,0.462,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.4,47.0,81.6,52.0
Donald Stephenson,2012,T,OT,OT,Oklahoma,3.0,74.0,62.1,70.0,65.2,52.2,0.521,0.509,0.478,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,12.0,18.0,55.0,51.4
Lamar Holmes,2012,T,OT,OT,Southern Miss,3.0,91.0,56.1,61.9,58.7,51.7,0.511,0.49,0.483,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.7,10.0,41.8,50.8
Tony Bergstrom,2012,T,OT,OT,Utah,3.0,95.0,53.2,57.9,55.7,51.2,0.506,0.493,0.488,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,11.6,12.0,45.1,50.5
