player,draft_year,position,position_group,model_group,college,round,pick,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,position_score,final_score,ceiling_score,floor_score,starter_probability,elite_probability,bust_probability,tier,outlier_type,model_explanation
Jack Campbell,2023,LB,LB,LB,Iowa,1.0,18.0,29.3,26.0,71.8,75.6,97.4,91.7,91.7,97.0,0.936,0.589,0.03,High-end starter / premium prospect profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Nolan Smith,2023,OLB,LB,LB,Georgia,1.0,30.0,17.5,13.0,56.6,64.1,94.2,85.0,85.0,90.4,0.794,0.393,0.096,Starter-caliber profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile
Drew Sanders,2023,LB,LB,LB,Arkansas,3.0,67.0,3.9,2.0,22.5,33.6,3.6,7.0,7.0,34.5,0.19,0.164,0.655,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Byron Young,2023,LB,LB,LB,Tennessee,3.0,77.0,15.1,25.0,70.9,60.8,87.5,78.6,78.6,86.5,0.702,0.385,0.135,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; strong position profile
DJ Johnson,2023,OLB,LB,LB,Oregon,3.0,80.0,5.6,3.0,29.4,40.8,7.5,12.2,12.2,48.4,0.229,0.223,0.516,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; private PFF-derived signals included
Daiyan Henley,2023,LB,LB,LB,Washington St.,3.0,85.0,21.4,18.0,63.7,68.9,95.2,87.3,87.3,93.6,0.88,0.363,0.064,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Trenton Simpson,2023,LB,LB,LB,Clemson,3.0,86.0,14.8,11.0,54.0,60.0,85.4,76.7,76.7,85.4,0.733,0.259,0.146,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; private PFF-derived signals included; strong position profile
DeMarvion Overshown,2023,LB,LB,LB,Texas,3.0,90.0,11.7,8.0,48.3,55.3,70.8,64.8,64.8,79.9,0.665,0.253,0.201,Rotational / contributor profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Dorian Williams,2023,LB,LB,LB,Tulane,3.0,91.0,17.0,13.0,56.6,63.6,93.8,84.2,84.2,89.4,0.809,0.284,0.106,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; private PFF-derived signals included; high-end model grade; strong position profile
Ventrell Miller,2023,LB,LB,LB,Florida,4.0,121.0,9.3,6.0,41.9,51.5,57.6,52.8,52.8,64.8,0.534,0.225,0.352,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Nick Herbig,2023,OLB,LB,LB,Wisconsin,4.0,132.0,12.8,10.0,52.6,57.3,77.7,69.7,69.7,85.8,0.596,0.288,0.142,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Yasir Abdullah,2023,LB,LB,LB,Louisville,5.0,136.0,4.3,3.0,29.4,35.9,4.0,6.7,6.7,36.6,0.121,0.094,0.634,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Noah Sewell,2023,LB,LB,LB,Oregon,5.0,148.0,8.1,6.0,41.9,47.6,40.7,39.1,39.1,64.4,0.425,0.196,0.356,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
SirVocea Dennis,2023,LB,LB,LB,Pittsburgh,5.0,153.0,11.8,8.0,48.3,55.8,72.6,65.7,65.7,79.0,0.641,0.235,0.21,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Nick Hampton,2023,OLB,LB,LB,Appalachian St.,5.0,161.0,4.4,3.0,29.4,36.2,4.2,7.0,7.0,37.3,0.125,0.096,0.627,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Henry To'oTo'o,2023,LB,LB,LB,Alabama,5.0,167.0,21.1,17.0,62.0,67.9,95.1,87.1,87.1,94.7,0.886,0.347,0.053,Starter-caliber profile,near_expected,lower draft-capital profile; strong starter probability; private PFF-derived signals included; high-end model grade; top-tier position profile
Owen Pappoe,2023,LB,LB,LB,Auburn,5.0,168.0,6.0,3.0,29.4,42.1,11.5,14.7,14.7,51.9,0.214,0.119,0.481,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Robert Beal,2023,OLB,LB,LB,Georgia,5.0,173.0,4.4,2.0,22.5,36.3,4.2,7.9,7.9,37.9,0.194,0.134,0.621,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Zaire Barnes,2023,LB,LB,LB,Western Michigan,6.0,184.0,2.8,1.0,13.7,28.2,2.4,4.1,4.7,25.8,0.134,0.114,0.742,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Amari Burney,2023,LB,LB,LB,Florida,6.0,203.0,3.2,2.0,22.5,30.1,2.9,4.6,4.6,25.2,0.137,0.085,0.748,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Titus Leo,2023,LB,LB,LB,Wagner,6.0,211.0,1.7,0.0,4.4,22.1,1.0,1.7,5.0,13.4,0.115,0.169,0.866,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Dee Winters,2023,LB,LB,LB,TCU,6.0,216.0,15.0,13.0,56.6,61.2,88.9,79.3,79.3,84.5,0.735,0.265,0.155,Starter-caliber profile,near_expected,lower draft-capital profile; strong starter probability; private PFF-derived signals included; strong position profile
Dallas Turner,2024,LB,LB,LB,Alabama,1.0,17.0,15.0,9.0,50.7,61.1,89.3,79.4,79.4,87.7,0.672,0.326,0.123,Starter-caliber profile,near_expected,top-50 draft capital; private PFF-derived signals included; strong position profile
Edgerrin Cooper,2024,LB,LB,LB,Texas A&M,2.0,45.0,16.1,10.0,52.6,62.6,92.9,83.2,83.2,90.9,0.756,0.333,0.091,Starter-caliber profile,negative_outlier_missed_projection,top-50 draft capital; strong starter probability; private PFF-derived signals included; high-end model grade; strong position profile
Chris Braswell,2024,LB,LB,LB,Alabama,2.0,57.0,7.2,2.0,22.5,45.9,31.7,31.2,31.2,54.5,0.316,0.24,0.455,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Junior Colson,2024,LB,LB,LB,Michigan,3.0,69.0,4.2,1.0,13.7,35.1,4.2,8.3,8.9,34.8,0.218,0.23,0.652,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Trevin Wallace,2024,LB,LB,LB,Kentucky,3.0,72.0,13.6,8.0,48.3,58.0,81.6,72.9,72.9,84.9,0.667,0.239,0.151,Rotational / contributor profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Marist Liufau,2024,LB,LB,LB,Notre Dame,3.0,87.0,8.4,6.0,41.9,48.8,45.6,42.3,42.3,65.6,0.362,0.242,0.344,Depth / replacement-level profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Ty'Ron Hopper,2024,LB,LB,LB,Missouri,3.0,91.0,5.6,3.0,29.4,40.3,6.9,11.0,11.0,40.8,0.21,0.189,0.592,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; private PFF-derived signals included; meaningful downside risk
Payton Wilson,2024,LB,LB,LB,North Carolina St.,3.0,98.0,11.6,7.0,45.5,55.2,70.6,63.6,63.6,85.5,0.539,0.248,0.145,Rotational / contributor profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Cedric Gray,2024,LB,LB,LB,North Carolina,4.0,106.0,11.3,6.0,41.9,54.6,69.4,62.9,62.9,80.0,0.59,0.249,0.2,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Tyrice Knight,2024,LB,LB,LB,Texas-El Paso,4.0,118.0,10.1,9.0,50.7,52.0,58.9,53.8,53.8,80.3,0.472,0.203,0.197,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Jordan Magee,2024,LB,LB,LB,Temple,5.0,139.0,5.3,4.0,34.2,39.2,5.8,9.7,9.7,42.4,0.197,0.136,0.576,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
JD Bertrand,2024,LB,LB,LB,Notre Dame,5.0,143.0,5.2,3.0,29.4,38.3,5.5,9.2,9.2,39.0,0.194,0.134,0.61,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Tommy Eichenberg,2024,LB,LB,LB,Ohio St.,5.0,148.0,5.1,2.0,22.5,38.6,5.7,9.3,9.3,35.5,0.186,0.174,0.645,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jeremiah Trotter Jr.,2024,LB,LB,LB,Clemson,5.0,155.0,6.8,4.0,34.2,45.8,31.6,30.9,31.4,51.7,0.281,0.309,0.483,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Edefuan Ulofoshio,2024,LB,LB,LB,Washington,5.0,160.0,2.6,1.0,13.7,27.3,2.3,3.3,4.5,20.3,0.102,0.112,0.797,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jaylan Ford,2024,LB,LB,LB,Texas,5.0,175.0,3.5,2.0,22.5,32.1,3.6,5.2,5.4,24.1,0.111,0.109,0.759,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Darius Muasau,2024,LB,LB,LB,UCLA,6.0,183.0,9.2,8.0,48.3,50.6,52.0,48.6,48.6,75.1,0.497,0.172,0.249,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Jamal Hill,2024,LB,LB,LB,Oregon,6.0,188.0,3.2,2.0,22.5,30.5,3.2,4.4,4.6,22.3,0.1,0.086,0.777,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Nathaniel Watson,2024,LB,LB,LB,Mississippi St.,6.0,206.0,2.8,1.0,13.7,28.5,2.8,4.0,4.7,22.8,0.112,0.103,0.772,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Myles Cole,2024,OLB,LB,LB,Texas Tech,7.0,236.0,2.5,0.0,4.4,25.9,2.2,3.2,4.8,19.8,0.119,0.127,0.802,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Tatum Bethune,2024,LB,LB,LB,Florida St.,7.0,251.0,6.6,5.0,37.9,44.4,22.7,24.5,24.5,66.5,0.299,0.132,0.335,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Jihaad Campbell,2025,LB,LB,LB,Alabama,1.0,31.0,10.4,6.0,41.9,53.3,63.7,57.5,57.5,78.8,0.467,0.258,0.212,Depth / replacement-level profile,near_expected,top-50 draft capital; private PFF-derived signals included
Carson Schwesinger,2025,LB,LB,LB,UCLA,2.0,33.0,11.4,8.0,48.3,54.5,68.4,61.5,61.5,81.9,0.491,0.284,0.181,Rotational / contributor profile,near_expected,top-50 draft capital; private PFF-derived signals included
Demetrius Knight,2025,LB,LB,LB,South Carolina,2.0,49.0,8.9,6.0,41.9,49.8,49.7,46.2,46.2,69.2,0.419,0.257,0.308,Depth / replacement-level profile,near_expected,top-50 draft capital; private PFF-derived signals included
Nick Martin,2025,LB,LB,LB,Oklahoma St.,3.0,75.0,6.1,1.0,13.7,43.7,20.2,22.3,22.3,57.1,0.303,0.149,0.429,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Jack Kiser,2025,LB,LB,LB,Notre Dame,4.0,107.0,2.9,1.0,13.7,28.4,3.2,3.9,4.9,17.7,0.102,0.1,0.823,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Danny Stutsman,2025,LB,LB,LB,Oklahoma,4.0,112.0,4.0,1.0,13.7,34.2,4.7,7.4,7.4,31.5,0.171,0.141,0.685,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Cody Simon,2025,LB,LB,LB,Ohio St.,4.0,115.0,7.1,3.0,29.4,45.3,30.5,30.5,30.5,64.3,0.336,0.15,0.357,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Barrett Carter,2025,LB,LB,LB,Clemson,4.0,119.0,8.3,5.0,37.9,48.7,46.1,43.3,43.3,73.1,0.398,0.212,0.269,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Teddye Buchanan,2025,LB,LB,LB,California,4.0,129.0,8.2,5.0,37.9,48.3,44.9,42.3,42.3,72.8,0.41,0.167,0.272,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Ruben Hyppolite,2025,LB,LB,LB,Maryland,4.0,132.0,3.0,1.0,13.7,28.9,3.3,4.7,5.8,20.8,0.136,0.132,0.792,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Quandarrius Robinson,2025,LB,LB,LB,Alabama,4.0,134.0,3.4,1.0,13.7,31.3,3.9,5.9,6.3,26.1,0.152,0.134,0.739,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Shemar James,2025,LB,LB,LB,Florida,5.0,152.0,5.6,2.0,22.5,40.4,8.3,13.0,13.0,60.9,0.235,0.136,0.391,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Jeffrey Bassa,2025,LB,LB,LB,Oregon,5.0,156.0,3.2,1.0,13.7,30.1,3.6,4.7,5.4,20.5,0.107,0.109,0.795,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Smael Mondon,2025,LB,LB,LB,Georgia,5.0,161.0,3.4,1.0,13.7,31.8,4.1,6.0,6.3,24.7,0.148,0.13,0.753,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Francisco Mauigoa,2025,LB,LB,LB,Miami (FL),5.0,162.0,4.1,3.0,29.4,34.6,5.0,7.7,7.7,34.8,0.166,0.118,0.652,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Kobe King,2025,LB,LB,LB,Penn St.,6.0,201.0,2.8,1.0,13.7,27.6,2.9,3.7,4.8,17.7,0.111,0.103,0.823,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Kain Medrano,2025,LB,LB,LB,UCLA,6.0,205.0,2.5,1.0,13.7,26.2,2.4,3.0,4.0,18.5,0.097,0.089,0.815,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Cody Lindenberg,2025,LB,LB,LB,Minnesota,7.0,222.0,2.8,1.0,13.7,27.6,2.9,3.3,4.0,17.7,0.091,0.072,0.823,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Carson Bruener,2025,LB,LB,LB,Washington,7.0,226.0,2.9,1.0,13.7,28.7,3.3,4.2,4.8,20.0,0.117,0.094,0.8,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Paris Johnson,2023,OL,OL,OL,Ohio St.,1.0,6.0,18.7,19.0,82.6,80.8,77.1,77.1,77.1,90.9,0.841,0.618,0.091,Starter-caliber profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included
Darnell Wright,2023,OL,OL,OL,Tennessee,1.0,10.0,21.5,24.0,88.1,84.7,88.0,86.5,86.5,94.7,0.894,0.706,0.053,Starter-caliber profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile
Peter Skoronski,2023,OL,OL,OL,Northwestern,1.0,11.0,19.7,15.0,75.4,82.1,78.3,78.6,78.6,92.2,0.868,0.638,0.078,Starter-caliber profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included
Broderick Jones,2023,OL,OL,OL,Georgia,1.0,14.0,18.4,18.0,81.6,80.8,77.1,77.1,77.1,91.5,0.847,0.588,0.085,Starter-caliber profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included
Anton Harrison,2023,OL,OL,OL,Oklahoma,1.0,27.0,20.8,23.0,86.5,84.0,84.3,83.7,83.7,94.3,0.888,0.692,0.057,Starter-caliber profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade
Matthew Bergeron,2023,OL,OL,OL,Syracuse,2.0,38.0,20.3,17.0,79.5,82.9,81.9,81.6,81.6,94.5,0.886,0.653,0.055,Starter-caliber profile,near_expected,top-50 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade
